|obsid      |start_time         |uvot_expo_uu|uvot_expo_bb|uvot_expo_vv|uvot_expo_w1|uvot_expo_w2|uvot_expo_m2|xrt_expo_wt|xrt_expo_pc|_Search_Offset      |
|00035384101|2013-01-06 09:04:58|    83.77300|    83.77300|    83.78400|   168.77100|   337.72900|   233.07000|    0.10900| 1015.45600|4.165 (PKS 0528+134)|
|00035384094|2012-11-18 13:47:02|    78.77500|    63.57200|     0.00000|   158.76400|     0.00000|     0.00000|    0.00000|  310.89600|4.177 (PKS 0528+134)|
|00035384083|2012-01-09 04:44:00|    91.78300|    91.76100|    91.77200|   183.76400|   367.77100|   252.11300|    0.00000| 1103.03200|4.195 (PKS 0528+134)|
|00035384095|2012-11-25 21:58:59|    81.77600|    81.77600|    81.77600|   163.78400|   326.77300|   273.74900|    0.00000| 1038.02000|4.247 (PKS 0528+134)|
|00035384080|2011-12-18 16:21:00|    80.78300|    80.77200|    80.72800|   209.43800|   325.78000|   240.20900|    0.00000| 1043.02200|4.306 (PKS 0528+134)|
|00035384082|2012-01-01 10:32:00|   115.54800|   115.55900|   115.54800|   231.54800|   463.53700|   358.80200|    0.00000| 1454.22600|4.435 (PKS 0528+134)|
|00035384066|2011-01-22 19:53:00|   106.77700|   106.77700|   106.74300|   213.77400|   427.77900|   298.47400|    0.00000| 1286.24400|4.548 (PKS 0528+134)|
|00035384044|2009-11-26 05:08:59|   128.50000|   128.54500|   128.54500|   257.53000|   515.55700|   205.69800|    3.91000| 1409.09800|4.764 (PKS 0528+134)|
|00035384141|2015-12-21 18:39:40|    20.14600|     0.00000|     0.00000|    80.77200|     0.00000|     0.00000|    0.00000|  107.80500|4.764 (PKS 0528+134)|
|00035384096|2012-12-02 22:13:58|    89.77500|    89.77500|    89.77500|   179.77000|   360.76500|   309.78200|    0.00000| 1145.83500|4.790 (PKS 0528+134)|
|00035384113|2013-12-09 21:59:58|    72.77300|    72.77300|    72.76200|   144.76300|   289.75800|   228.56900|    0.00000|  907.64100|4.945 (PKS 0528+134)|
|00035384061|2010-12-17 10:11:00|   101.77900|   101.76800|   101.77900|   203.76700|   407.77700|   277.15800|    0.00000| 1218.05100|5.180 (PKS 0528+134)|
|00035384064|2011-01-08 16:49:30|   101.77900|   101.76800|     0.00000|   203.74500|   263.13500|     0.00000|    0.00000|  686.99700|5.225 (PKS 0528+134)|
|00035384111|2013-11-24 19:52:59|   127.56300|   127.50700|   127.55200|   255.53300|   511.49700|   348.36400|    0.00000| 1548.60500|5.301 (PKS 0528+134)|
|00035384100|2012-12-30 12:05:59|   136.77500|   136.76400|   136.78600|   273.76000|   547.78500|   385.55600|    0.09000| 1643.05700|5.337 (PKS 0528+134)|
|00035384110|2013-11-10 18:10:00|    42.11300|     0.00000|     0.00000|   157.77100|     0.00000|     0.00000|    0.00000|  205.59000|7.293 (PKS 0528+134)|
